Every 1st line: Acceleration
Every 2nd line: Gyro Measurement
Every 3rd line: Mag
Every 4th line: (Yaw, Pitch, Roll)
(7.445; 11.878; 2.532)
(1.42409; -0.619192; 0.910338)
(-0.0219; -0.23; -0.325)
(171.64; 36.012; -130.788)
(5.633; 10.252; 1.4)
(-0.078957; 0.738435; -1.54131)
(0.0489; -0.2598; -0.3061)
(156.78; 25.056; -129.83)
(8.158; 11.27; 4.18)
(1.65263; 1.42965; 0.131593)
(0.091; -0.2971; -0.2378)
(145.481; 18.052; -119.549)
(-1.804; 18.123; 9.329)
(-0.105888; -0.43112; -0.164369)
(0.1439; -0.2814; -0.2423)
(144.763; 10.716; -124.066)
(-1.536; 21.686; 16.529)
(-1.01038; -6.4362; 4.33853)
(0.0834; -0.2914; -0.2724)
(155.384; 23.618; -122.356)
(-19.533; 23.615; -19.471)
(-1.11112; 5.9111; -13.9245)
(-0.0297; -0.3298; -0.1732)
(177.661; 39.517; -95.943)
(-21.901; 26.85; 32.627)
(1.11237; -11.0603; 5.74253)
(0.1503; -0.3372; -0.2106)
(174.529; 14.827; -103.363)
(-34.262; 36.727; -1.074)
(-2.6032; 14.4722; -8.11637)
(0.0851; -0.3408; -0.2006)
(-175.398; 22.064; -95.862)
(-45.296; 48.143; 13.448)
(3.56273; -18.9213; 2.85582)
(0.1175; -0.3415; -0.23)
(-178.891; 20.862; -100.51)
(-65.255; 48.214; 9.006)
(0.338612; 14.8346; -9.14034)
(0.158; -0.3296; -0.1947)
(173.948; 13.256; -102.647)
(-63.548; 49.26; 17.85)
(1.69835; -20.1286; -0.235117)
(0.2716; -0.2986; -0.1791)
(164.548; -2.674; -106.782)
(-93.69; 38.382; -22.351)
(0.0398; 20.6691; -11.1984)
(0.2047; -0.3055; -0.2495)
(-176.746; 6.05; -105.714)
(-92.448; 49.075; 8.764)
(0.886154; -23.3002; -2.51205)
(0.2843; -0.287; -0.1846)
(161.568; -4.064; -110.611)
(-109.356; 50.545; -2.656)
(0.661327; 23.5044; -10.8195)
(0.2514; -0.2951; -0.2212)
(171.6; 1.848; -108.524)
(-106.444; 67.533; -7.128)
(1.57636; -25.9067; 3.99318)
(0.2388; -0.2838; -0.2759)
(174.584; 5.599; -111.483)
(-100.687; 56.254; 24.092)
(-0.101468; 22.0526; -10.237)
(0.2083; -0.3231; -0.1892)
(168.775; 6.95; -102.13)
(-131.746; 49.901; 1.995)
(5.09407; -29.3916; 9.61555)
(0.1311; -0.362; -0.1781)
(-168.808; 18.522; -87.533)
(-5.514; 99.581; 13.481)
(2.65265; -0.564328; -12.3452)
(0.2307; -0.2859; 0.0893)
(-147.126; -3.291; -39.682)
(-43.646; -4.515; -15.169)
(-1.82311; 11.4144; 10.478)
(-0.0954; -0.2611; 0.1247)
(-113.005; 33.135; -16.046)
(-41.43; -7.367; 30.284)
(-0.259128; -5.22078; -5.65187)
(-0.2586; -0.1231; -0.0898)
(-62.364; 73.699; 24.452)
(1.635; 14.615; -92.965)
(-2.88407; 5.48052; -2.53389)
(0.1558; -0.1513; 0.2423)
(-101.114; -14.411; -0.51)
(-67.108; -7.301; 19.806)
(-2.75248; 13.754; 8.52886)
(-0.2485; -0.1208; -0.0838)
(-62.62; 70.476; 15.111)
(-99.948; 53.058; -59.232)
(7.73928; -31.9852; -14.2136)
(-0.0703; -0.2619; 0.1411)
(-96.201; 12.74; -18.532)
(-53.136; 28.419; -17.839)
(-7.15601; 17.5999; 9.24733)
(-0.1414; -0.2357; 0.0706)
(-83.851; 27.091; -20.967)
(-93.645; 2.733; 21.002)
(6.96392; 3.89945; -25.7228)
(-0.2733; 0.0138; -0.1719)
(-46.495; 70.264; -32.198)
(-13.552; 57.543; 1.448)
(-4.71801; 5.22962; 6.34112)
(-0.0221; -0.3478; -0.0699)
(-85.748; 4.13; -58.644)
(-86.559; -64.225; -48.468)
(-3.81475; -7.3849; -0.649476)
(-0.2183; 0.21; -0.1091)
(52.073; 60.154; 36.469)
(-26.544; 77.22; -78.238)
(-4.34525; 5.91775; 9.1387)
(0.1004; -0.3469; -0.1329)
(-72.103; -24.98; -74.389)
(-119.917; -44.542; 15.959)
(2.62337; -1.77853; 29.5184)
(-0.2; 0.1681; -0.2462)
(106.952; 87.951; 98.159)
(-82.634; 156.917; -8.033)
(6.74984; 0.414937; 6.2802)
(0.3373; -0.1995; -0.2608)
(-91.21; -43.864; -85.383)
(-45.536; -18.314; 18.179)
(5.4433; -2.29508; 17.2687)
(-0.2009; -0.1383; -0.249)
(-84.074; 38.137; -80.236)
(-70.375; 55.913; 4.88)
(-1.36537; 22.5079; -16.6031)
(-0.2255; -0.1896; -0.1692)
(-63.847; 18.118; -75.54)
(-43.001; 15.512; 41.74)
(0.573814; -10.2523; 3.10302)
(-0; -0.2638; -0.3044)
(-121.991; 19.671; -83.326)
(-95.108; -28.34; -72.288)
(5.74693; 19.5481; -0.728574)
(-0.1809; -0.1962; 0.1621)
(5.764; -14.399; -50.07)
(-69.465; -4.623; 101.494)
(2.17816; 12.4094; 5.86837)
(0.0562; -0.2437; -0.1579)
(-173.558; 50.46; -113.825)
(-81.76; 8.36; -17.518)
(-3.39253; -30.4464; 0.773329)
(-0.1995; -0.2081; 0.0459)
(-54.6; 12.89; -55.436)
(-52.815; 31.543; 4.385)
(-0.987002; 19.7422; 0.945264)
(-0.1806; -0.2233; -0.0075)
(-52.596; 20.312; -19.291)
(-35.241; -6.561; 52.014)
(1.67264; -2.25988; 5.12573)
(-0.02; -0.1815; -0.1951)
(150.463; 73.995; -166.741)
(-67.367; 43.862; -151.721)
(-1.23059; -3.16097; 8.99942)
(-0.1069; -0.2366; 0.2275)
(-23.387; -25.143; -38.3)
(-12.917; 11.554; 22.276)
(2.72399; 8.41654; -0.124011)
(-0.071; -0.2389; -0.136)
(-99.591; 45.473; -62.363)
(3.333; 9.61; -10.005)
(-4.28229; -0.686327; -0.805113)
(0.0289; -0.2202; -0.1873)
(-118.35; 39.959; -86.998)
(18.429; 21.061; -25.013)
(5.33071; 3.05351; -4.31096)
(-0.1283; -0.1368; -0.1983)
(-79.923; 38.402; -78.02)
(-20.879; 3.281; 0.684)
(-2.54567; -2.76612; 9.35916)
(-0.175; -0.0922; -0.1766)
(-74.975; 58.437; -62.958)
(-106.943; 5.97; 0.838)
(-1.33255; 4.39948; -34.1821)
(-0.18; -0.2211; -0.1262)
(-74.928; 32.114; -57.228)
(-56.139; 1.498; -5.2)
(-5.10049; -17.8456; 14.6945)
(0.0281; -0.2558; -0.1768)
(-97.986; -9.156; -79.514)
(-41.617; -25.801; -15.209)
(-8.23906; -9.81264; 9.33312)
(-0.2426; 0.1306; 0.0382)
(-28.642; 51.534; -73.65)
(-72.374; 17.649; 1.053)
(4.47258; 19.9814; -24.607)
(-0.1787; -0.2329; -0.0988)
(-71.495; -7.883; -78.293)
(-50.379; -1.697; 6.228)
(-9.35808; -14.0127; 16.8139)
(0.153; -0.2626; -0.0708)
(-145.952; 5.411; -59.383)
(-57.369; 13.129; -25.714)
(-17.2709; -15.7613; -13.5332)
(-0.2101; -0.1681; 0.1155)
(6.98; 12.211; -132.044)
(-87.357; 30.148; 33.646)
(-6.27058; 24.4145; -9.42548)
(0.1489; -0.258; -0.0528)
(-154.921; -56.117; -14.028)
(-17.97; 5.537; 6.871)
(-0.116969; -4.93336; 8.73357)
(-0.0165; -0.165; -0.196)
(-120.938; -17.397; -79.471)
(-20.367; -29.586; 6.113)
(-14.2975; -13.9519; -5.09913)
(-0.2332; 0.0781; -0.0136)
(-46.958; 39.438; -50.728)
(-28.929; 68.689; 24.814)
(-7.85556; 0.450193; 4.24784)
(0.255; -0.1248; 0.017)
(137.636; -49.811; 73.832)
(-30.447; -13.249; -6.798)
(4.56976; 3.36068; 17.6668)
(-0.2165; 0.01; -0.087)
(-77.945; 8.467; -115.646)
(-17.475; 15.885; 33.415)
(1.23225; -12.4092; -2.11062)
(0.0984; -0.1858; -0.1325)
(-172.483; 26.648; -76.38)
(-98.194; 20.075; -13.633)
(-3.13067; -23.222; -15.7065)
(0.0018; -0.2481; -0.0334)
(21.828; -34.026; -162.891)
(-59.36; 1.044; -3.963)
(8.58792; 18.2802; 17.5656)
(-0.134; -0.2071; -0.0256)
(-4.674; -10.732; -156.024)
(-88.545; 10.394; 29.122)
(4.99143; 21.3679; -0.074437)
(0.1591; -0.1963; -0.0859)
(176.844; 14.457; -70.195)
(-91.715; 5.363; -10.984)
(-11.6703; -29.5682; -11.4623)
(-0.1377; -0.2034; -0.0634)
(-91.206; -10.816; -67.53)
(-15.874; 42.381; -23.945)
(0.271625; -2.92148; 5.87281)
(0.1055; -0.1887; -0.1121)
(83.987; 11.922; -178.123)
(-44.543; 28.596; 20.798)
(2.44436; 15.8026; -14.1391)
(0.0126; -0.225; 0.1725)
(-85.221; -51.528; -22.857)
(-24.994; -6.157; -0.219)
(-7.13279; -16.6108; 3.80778)
(-0.0111; -0.1951; 0.212)
(-33.029; -50.746; -56.564)
(-22.695; 26.296; -19.317)
(-1.37747; 2.9313; 7.18604)
(0.186; -0.1895; -0.0115)
(77.485; -43.754; 175.11)
(-27.327; 19.702; 26.609)
(3.5284; 15.0053; -0.601737)
(-0.0953; -0.2452; 0.0955)
(-91.653; -14.65; -32.181)
(-5.232; 6.293; -34.83)
(-11.3291; 6.89488; 3.0868)
(-0.1435; -0.15; 0.2116)
(-52.723; -19.628; -30.853)
(-3.197; 4.153; -5.675)
(1.63619; 1.17572; -0.046271)
(-0.1647; -0.0941; 0.2175)
(-34.534; -11.102; -39.288)
(5.719; 8.566; -10.852)
(4.61172; -1.50674; 1.14073)
(-0.1357; -0.0376; 0.2606)
(-26.385; -14.821; -27.039)
(-12.489; -10.385; -8.734)
(0.991547; -0.140076; 6.50548)
(-0.0983; 0.1056; 0.2583)
(3.031; -5.885; -12.879)
(-30.118; 103.356; -46.265)
(-0.780762; -0.207267; -20.9558)
(-0.1211; 0.0517; 0.2809)
(-46.671; -23.748; 10.754)
(-26.704; 23.927; -4.248)
(0.476439; 1.09094; 15.8217)
(-0.0999; 0.1438; 0.2583)
(-30.264; -24.334; 17.099)
(-67.216; 37.813; -30.572)
(1.46973; -8.88094; -20.2708)
(-0.0799; 0.1658; 0.2586)
(-38.515; -31.74; 26.077)
(-33.794; 49.479; -5.537)
(-7.62352; -2.02935; 17.2852)
(-0.1965; 0.1191; 0.2086)
(-44.238; -5.973; 27.756)
(-95.751; 6.758; -19.142)
(1.64969; -3.95237; -21.8107)
(-0.0766; 0.1556; 0.2755)
(-21.828; -26.428; 9.009)
(-31.709; 78.174; -14.032)
(-5.11359; 1.79637; 17.1815)
(-0.1844; 0.1041; 0.2374)
(-60.62; -11.985; 41.513)
(-98.896; -9.647; -3.385)
(3.79568; -8.12915; -18.9434)
(-0.0732; 0.1911; 0.2518)
(-24.774; -30.339; 19.764)
(10.317; 110.929; 28.469)
(-4.59925; -0.651461; 10.6402)
(-0.1923; -0.0241; 0.2478)
(-85.014; 7.737; 39.313)
(-106.296; -62.412; -7.852)
(1.46595; 1.18079; -14.2606)
(-0.0355; 0.1234; 0.3077)
(-19.284; -35.128; -0.248)
(16.435; 119.094; 30.349)
(-3.36291; 2.42911; 6.91243)
(-0.1831; 0.0022; 0.2594)
(-85.128; 5.742; 42.856)
(-97.407; -73.119; -2.985)
(3.32362; -0.012103; -11.9062)
(-0.0344; 0.1511; 0.297)
(-13.208; -31.873; 0.477)
(17.494; 105.693; 31.835)
(-3.53562; 4.2625; 4.50178)
(-0.1834; -0.0113; 0.2565)
(-84.29; 4.644; 41.235)
(-100.241; -109.039; -21.83)
(1.2449; 1.12182; -4.35213)
(-0.0316; 0.1242; 0.3085)
(-5.669; -27.798; -12.635)
(16.761; 96.58; 3.412)
(-0.560613; 9.93002; -3.07689)
(-0.1637; 0.0085; 0.2736)
(-82.097; -1.941; 40.769)
(-123.934; -103.77; -28.36)
(-1.85233; 4.64108; 8.82169)
(-0.0062; 0.1682; 0.2911)
(6.192; -24.46; -11.161)
(9.53; 95.274; -27.369)
(2.48902; 7.04894; -3.71181)
(-0.1411; 0.0149; 0.2935)
(-84.929; -8.506; 40.836)
(-95.959; -76.152; -26.522)
(-0.195439; 4.17588; 8.57536)
(-0.0307; 0.1481; 0.2964)
(-3.198; -25.086; -9.571)
(2.831; 103.595; -59.375)
(4.03011; 3.40236; -11.349)
(-0.1185; 0.0068; 0.3142)
(-84.229; -15.663; 36.529)
(-57.199; 20.597; -43.703)
(-13.9039; -5.87743; 21.08)
(-0.1401; 0.1251; 0.2696)
(-31.806; -18.549; 7.054)
(-27.596; 58.979; -30.1)
(2.83581; -2.08638; -19.3389)
(-0.0937; 0.0733; 0.3181)
(-44.521; -30.818; 8.072)
(0.811; -0.539; -5.949)
(-0.420675; 7.78972; -1.53338)
(-0.1519; -0.0525; 0.2777)
(-63.793; -16.095; -0.761)
(1.559; -0.088; -12.876)
(0.099999; 0.542304; 2.3507)
(-0.1995; -0.049; 0.2275)
(-53.906; -2.777; -10.138)
(6.918; 6.818; -4.225)
(-7.37241; 0.286862; 0.587445)
(-0.2205; -0.0982; 0.1634)
(-60.905; 6.189; -24.353)
(-10.226; 21.816; -31.306)
(0.440515; 9.16462; -3.58255)
(-0.1527; -0.2076; 0.1474)
(-60.73; -16.603; -53.7)
(-58.625; -30.258; 62.119)
(-1.88816; -10.7436; -3.73179)
(-0.208; 0.0207; -0.121)
(-76.039; 57.511; -52.048)
(-41.87; 27.091; -63.587)
(0.960317; 11.5583; 9.04156)
(0.0159; -0.2005; 0.2688)
(0.905; -37.639; -81.474)
(-78.085; -37.554; 52.963)
(9.73796; 14.6618; 13.5345)
(-0.1291; 0.1402; -0.1588)
(-111.172; 71.118; -109.811)
(-144.351; 98.336; -120.858)
(-5.20127; -18.4613; -22.3507)
(0.1396; -0.2418; -0.0104)
(59.502; -19.728; -178.462)
(-81.526; -42.512; 39.724)
(4.73401; 6.9053; 14.238)
(-0.1267; 0.2341; -0.0319)
(-44.741; 11.086; -75.022)
(-155.506; 92.319; -26.631)
(-3.70847; -33.6011; -21.0641)
(0.096; -0.2668; 0.0262)
(131.303; -16.27; 98.147)
(-57.864; -49.585; 27.24)
(2.5094; 4.42997; 11.2028)
(-0.1163; 0.2483; -0.0449)
(-46.941; -0.13; -65.255)
(-75.939; 72.818; 24.982)
(0.866551; -7.02926; -29.3826)
(-0.2069; -0.1602; -0.0129)
(-173.015; -47.365; 49.629)
(-65.762; -1.873; 15.475)
(0.637884; 4.58475; 27.2344)
(-0.2677; -0.0761; 0.0284)
(-94.944; -66.806; -33.829)
(-68.249; 3.523; 13.893)
(0.709145; -2.1754; -31.1774)
(-0.2569; 0.0925; -0.0989)
(-89.595; -41.555; -21.197)
(-94.597; 13.953; 38.364)
(4.18866; 14.3224; 30.5194)
(-0.0747; -0.298; 0.0444)
(-138.703; -67.361; 0.37)
(-39.01; -50.895; 7.474)
(3.29001; -0.132598; 2.48173)
(-0.1547; 0.2638; -0.0818)
(-59.423; -1.231; -51.706)
(-68.514; 157.078; -34.622)
(2.85075; -0.398969; -7.20937)
(0.1782; -0.2225; -0.1114)
(89.958; -4.525; 82.675)
(-50.933; -37.231; 5.382)
(0.991002; -1.19493; 11.906)
(-0.1962; 0.2683; -0.0309)
(-65.607; -10.773; -70.502)
(-155.831; 42.718; 17.331)
(1.16071; -18.5267; -35.5314)
(-0.0519; -0.2975; -0.0441)
(131.619; -38.268; 65.905)
(-57.619; -10.998; -7.479)
(-3.78873; -2.28165; 23.5207)
(-0.278; -0.1267; -0.0422)
(-124.894; -53.901; -37.265)
(-51.939; -19.245; -2.022)
(-11.4867; 14.5655; -23.8093)
(-0.3058; 0.1475; -0.0918)
(-135.476; -44.43; -34.404)
(-51.398; -0.817; -6.477)
(13.0485; -0.381814; 26.1438)
(-0.133; -0.1718; -0.1746)
(-124.436; -54.535; -47.644)
(-4.924; 3.448; 13.387)
(-0.820254; 0.37723; -6.48888)
(-0.1963; -0.0926; -0.2201)
(-119.787; -18.806; -37.041)
(-0.626; 4.485; -1.359)
(-0.258669; 2.27213; 1.60328)
(-0.176; -0.0833; -0.2308)
(-119.897; -22.218; -45.078)
(-5.541; 12.116; 6.106)
(1.57507; 3.56713; -2.66447)
(0.0424; -0.2138; -0.2212)
(-139.616; 6.582; -20.504)
(-4.278; 9.313; -0.598)
(1.22806; 0.269173; -0.030985)
(0.0668; -0.2542; -0.1641)
(-139.302; 10.326; -11.787)
(-2.74; 6.636; -3.307)
(1.65077; -0.162781; 0.419022)
(0.0584; -0.3121; -0.0654)
(-134.429; 15.712; 3.263)
(-4.018; 9.276; -1.651)
(1.01141; -0.652928; -0.717842)
(0.098; -0.3289; 0.0151)
(-137.076; 20.57; 14.014)
(-5.474; 8.915; -7.106)
(0.389909; -0.31047; -1.92105)
(0.1822; -0.2968; 0.0531)
(-147.718; 18.768; 18.08)
(-1.898; 2.458; -9.137)
(1.58304; 4.17741; -1.10767)
(0.1686; -0.2387; 0.2696)
(-134.886; 36.552; 50.746)
(-3.554; 4.745; -8.461)
(-0.08193; 1.01445; -1.45196)
(0.2009; -0.208; 0.2887)
(-138.949; 53.272; 46.295)
(-2.544; 3.838; -8.916)
(-0.03796; 0.081293; -0.005788)
(0.2147; -0.1818; 0.2995)
(-140.356; 58.59; 44.788)
(-2.093; 2.896; -9.162)
(-0.073374; 0.03435; 0.035431)
(0.2012; -0.1727; 0.2801)
(-139.971; 58.494; 44.796)
(-2.096; 2.921; -9.137)
(-0.00973; 0.017336; 0.035488)
(0.1985; -0.1666; 0.2736)
(-139.776; 58.497; 45.394)
(-2.026; 3.034; -9.165)
(-0.043671; 0.028403; 0.033023)
(0.1985; -0.1656; 0.2822)
(-139.715; 58.562; 45.97)
(-2.092; 2.634; -9.169)
(0.083711; 0.054617; -0.027272)
(0.2012; -0.1716; 0.2758)
(-139.723; 58.43; 46.336)
(-2.057; 2.865; -9.192)
(0.010358; 0.0496; 0.017997)
(0.2012; -0.1707; 0.2823)
(-139.696; 58.4; 46.774)
(-2.022; 2.903; -9.177)
(0.018697; 0.032972; 0.025256)
(0.2023; -0.1677; 0.2834)
(-139.52; 58.324; 47.154)
(-1.966; 2.85; -9.194)
(-0.006138; 0.008598; 0.036639)
(0.1995; -0.1667; 0.2887)
(-139.159; 58.24; 47.381)
(-1.942; 2.86; -9.185)
(-0.022915; 0.01348; 0.033069)
(0.1994; -0.1676; 0.2833)
(-138.822; 58.249; 47.647)
(-2.089; 2.765; -9.27)
(0.05854; 0.042956; -0.020683)
(0.2002; -0.1757; 0.2888)
(-138.551; 58.121; 47.856)
(-1.975; 2.821; -9.144)
(-0.010397; 0.015718; 0.03536)
(0.2023; -0.1668; 0.2931)
(-138.392; 58.187; 47.988)
(-1.958; 2.802; -9.218)
(0.006856; 0.007537; 0.03399)
(0.2022; -0.1727; 0.2888)
(-138.101; 58.008; 48.144)
(-1.853; 2.627; -9.24)
(0.043998; 0.032639; 0.000715)
(0.2015; -0.1607; 0.2855)
(-137.767; 57.865; 48.37)
(-1.893; 2.802; -9.234)
(-0.022229; 0.011585; 0.037304)
(0.2013; -0.1707; 0.2855)
(-137.482; 57.932; 48.584)
(-1.885; 2.785; -9.222)
(0.006758; 0.008308; 0.033852)
(0.2006; -0.1597; 0.2844)
(-137.191; 57.758; 48.771)
(-1.905; 2.838; -9.205)
(0.002343; 0.006742; 0.032159)
(0.2002; -0.1746; 0.2844)
(-136.927; 57.577; 48.958)
(-1.859; 2.736; -9.231)
(0.009101; 0.02475; 0.024758)
(0.1994; -0.1686; 0.2833)
(-136.643; 57.424; 49.191)
(-1.864; 2.776; -9.216)
(-0.001845; 0.0094; 0.035721)
(0.1993; -0.1726; 0.2876)
(-136.357; 57.432; 49.474)
(-1.86; 2.816; -9.227)
(0.006929; 0.008383; 0.033918)
(0.1993; -0.1736; 0.2833)
(-136.075; 57.259; 49.652)
(-1.873; 2.789; -9.216)
(0.000882; 0.007914; 0.035128)
(0.1965; -0.1716; 0.2843)
(-135.773; 57.086; 49.858)
(-1.841; 2.774; -9.222)
(-0.008845; 0.009454; 0.02994)
(0.1995; -0.1657; 0.2909)
(-135.46; 57.143; 50.145)
(-1.857; 2.77; -9.202)
(-0.065347; 0.026141; 0.035714)
(0.1986; -0.1656; 0.2876)
(-135.172; 56.987; 50.322)
(-1.86; 2.734; -9.253)
(-0.008063; 0.012608; 0.036722)
(0.1984; -0.1706; 0.2876)
(-134.884; 56.808; 50.527)
(-1.823; 2.761; -9.255)
(-0.014296; 0.010867; 0.035629)
(0.1985; -0.1676; 0.2887)
(-134.565; 56.632; 50.742)
(-1.805; 2.744; -9.278)
(0.023053; 0.011829; 0.029464)
(0.1958; -0.1606; 0.2854)
(-134.262; 56.471; 50.963)
(-1.814; 2.613; -9.234)
(0.030837; 0.011882; -0.00471)
(0.1995; -0.1677; 0.2909)
(-134.02; 56.532; 51.197)
(-1.808; 2.765; -9.24)
(-0.003758; 0.009223; 0.035962)
(0.1976; -0.1646; 0.2844)
(-133.739; 56.403; 51.371)
(-1.797; 2.773; -9.27)
(-0.004084; 0.008544; 0.035802)
(0.1976; -0.1686; 0.2908)
(-133.446; 56.223; 51.566)
(-1.798; 2.76; -9.246)
(-0.006597; 0.010316; 0.037768)
(0.1948; -0.1646; 0.2886)
(-133.131; 56.038; 51.773)
(-1.749; 2.78; -9.255)
(-0.008142; 0.014956; 0.035485)
(0.1985; -0.1656; 0.2865)
(-132.787; 55.869; 52.015)
(-1.764; 2.733; -9.269)
(-0.006465; 0.011322; 0.035884)
(0.1957; -0.1666; 0.2876)
(-132.484; 55.687; 52.226)
(-1.784; 2.768; -9.241)
(0.005804; 0.010327; 0.035459)
(0.1946; -0.1715; 0.2886)
(-132.17; 55.519; 52.436)
(-1.807; 2.765; -9.254)
(0.005313; 0.005943; 0.037107)
(0.1976; -0.1666; 0.2876)
(-131.883; 55.34; 52.638)
(-1.77; 2.791; -9.27)
(-0.005536; 0.009269; 0.035994)
(0.1975; -0.1686; 0.2876)
(-131.579; 55.159; 52.857)
(-1.815; 2.739; -9.255)
(0.004539; 0.009352; 0.033384)
(0.1966; -0.1656; 0.2833)
(-131.294; 54.986; 53.092)
(-1.747; 2.77; -9.261)
(0.005081; 0.004801; 0.036845)
(0.1975; -0.1686; 0.2854)
(-130.988; 54.816; 53.343)
(-1.761; 2.755; -9.264)
(-0.004016; 0.007945; 0.035171)
(0.1957; -0.1666; 0.2897)
(-130.703; 54.631; 53.54)
(-1.744; 2.835; -9.238)
(0.059246; 0.001266; 0.034374)
(0.1975; -0.1706; 0.2919)
(-130.301; 54.58; 53.889)
(-1.75; 2.854; -9.219)
(0.001173; 0.014756; 0.03519)
(0.1958; -0.1626; 0.2876)
(-130; 54.42; 54.121)
(-1.664; 2.789; -9.269)
(-0.011815; 0.009589; 0.036322)
(0.1967; -0.1636; 0.2876)
(-129.7; 54.239; 54.326)
(-1.703; 2.745; -9.257)
(-0.020408; 0.010823; 0.03666)
(0.1947; -0.1665; 0.281)
(-129.421; 54.052; 54.51)
(-1.746; 2.773; -9.209)
(0.005459; 0.006667; 0.035031)
(0.1986; -0.1646; 0.2865)
(-129.127; 53.862; 54.708)
(-1.692; 2.808; -9.228)
(-0.009757; 0.011274; 0.035856)
(0.1968; -0.1576; 0.2833)
(-128.826; 53.676; 54.903)
(-1.697; 2.749; -9.256)
(-0.00444; 0.012009; 0.034384)
(0.1985; -0.1676; 0.2833)
(-128.532; 53.489; 55.123)
(-1.726; 2.749; -9.254)
(-0.001182; 0.011103; 0.035767)
(0.1976; -0.1666; 0.2865)
(-128.253; 53.308; 55.314)
(-0.882; 3.358; -9.391)
(2.53898; 0.049118; 0.077615)
(0.1934; -0.1467; 0.307)
(-126.643; 53.751; 59.859)
(2.89; 8.034; -5.056)
(-0.890169; 0.549691; 0.478832)
(0.1736; -0.2241; 0.1711)
(-126.754; 66.359; 30.246)
(-0.452; 2.706; -7.758)
(3.0116; -0.618724; -0.352967)
(0.1495; -0.2055; 0.2399)
(-118.772; 67.17; 56.084)
(-2.888; 1.994; -10.678)
(0.238224; 0.299549; 0.267048)
(0.1376; -0.2042; 0.2407)
(-113.447; 64.051; 65.429)
(-0.191; 3.501; -9.011)
(-0.748539; -0.26084; 1.81435)
(0.1096; -0.2038; 0.2423)
(-107.32; 59.853; 72.234)
(1.781; 3.703; -9.183)
(-1.01885; -0.202979; 1.51315)
(0.0551; -0.2449; 0.2017)
(-104.087; 44.484; 66.664)
(3.424; 4.72; -7.986)
(-2.93101; 0.067862; 1.24827)
(0.0179; -0.2517; 0.1876)
(-102.635; 37.007; 63.847)
(1.385; 4.287; -8.57)
(0.292946; 0.235807; 1.00636)
(-0.0236; -0.2655; 0.1774)
(-100.077; 32.751; 62.934)
(6.258; 6.701; -10.987)
(1.29376; 0.28549; -2.40072)
(-0.0901; -0.2401; 0.2151)
(-85.544; 31.971; 80.387)
(4.906; 2.445; -15.909)
(-0.062632; 0.502882; -0.089469)
(-0.0924; -0.2282; 0.2391)
(-93.063; 23.336; 77.46)
(0.227; 5.723; -10.332)
(-2.72176; -0.727181; -0.986374)
(-0.0676; -0.2528; 0.2347)
(-94.814; 30.126; 74.719)
(0.717; 5.699; -8.561)
(-0.10234; -0.802115; -0.605656)
(-0.0287; -0.2668; 0.2296)
(-99.358; 32.715; 69.233)
(1.768; 4.313; -8.143)
(0.936606; 0.053254; -0.097178)
(-0.035; -0.2391; 0.2474)
(-99.158; 30.436; 73.644)
(0.82; 3.238; -9.173)
(0.171565; -0.032681; -0.439983)
(-0.0285; -0.2237; 0.2515)
(-98.947; 31.181; 76.716)
(1.168; 2.658; -8.362)
(-0.273071; 0.220939; -0.123678)
(-0.0269; -0.2292; 0.2416)
(-97.926; 33.734; 75.718)
(1.432; 3.71; -9.462)
(-0.688849; -0.405645; -0.064417)
(-0.0202; -0.2376; 0.2288)
(-99.341; 33.469; 72.266)
(0.445; 3.78; -8.756)
(-0.502498; -0.271975; 0.222227)
(-0.0206; -0.2532; 0.2228)
(-101.984; 31.005; 68.359)
(0.894; 4.686; -9.094)
(0.543695; 0.579801; 0.080003)
(-0.0169; -0.2441; 0.2248)
(-101.764; 31.051; 68.411)
(1.786; 2.733; -9.895)
(1.12272; 0.427755; 0.295418)
(-0.0329; -0.2254; 0.2474)
(-97.312; 31.902; 78.519)
(1.794; -2.206; -6.992)
(2.24386; 0.799894; 0.660926)
(-0.0635; -0.1237; 0.3037)
(-90.376; 29.119; 101.904)
(2.599; -4.026; -8.605)
(4.87594; 1.93897; -0.585365)
(-0.1024; -0.013; 0.3223)
(-83.094; 25.277; 129.08)
(5.827; -4.266; -0.808)
(2.54298; 2.17545; -0.859975)
(-0.1519; 0.1028; 0.2618)
(-70.457; 18.123; 163.99)
(5.698; -7.643; 0.99)
(3.7889; -0.566872; -0.333073)
(-0.1666; 0.2075; 0.1729)
(-71.363; 13.594; -165.25)
(5.325; -6.153; 4.879)
(3.90512; 0.639658; 0.172626)
(-0.1651; 0.2494; 0.0401)
(-74.924; 10.232; -135.703)
(5.174; -4.334; 6.009)
(1.10261; 0.452665; 0.496229)
(-0.1613; 0.2461; -0.0472)
(-78.696; 8.976; -119.2)
(3.709; -2.591; 7.591)
(2.02948; 0.640042; 0.322463)
(-0.1413; 0.2351; -0.1028)
(-84.267; 8.771; -109.773)
(3.527; -2.685; 8.791)
(-0.21802; 0.157432; 0.313338)
(-0.133; 0.2209; -0.125)
(-86.645; 9.967; -104.995)
(2.866; -5.699; 7.867)
(-7.09457; 0.704542; -0.912369)
(-0.1387; 0.2613; -0.0448)
(-86.618; 7.673; -126.216)
(0.652; -7.058; 4.865)
(0.361222; 0.220588; 0.351122)
